,File Name,1,0,,,
1289,neos-1516309.mps.gz-r4,0.47,0.47,1,1,2
1290,neos-1582420.mps.gz-r0,8.07,10.22,1,1,2
1291,neos-1582420.mps.gz-r1,12.93,18.38,1,1,2
1292,neos-1582420.mps.gz-r2,12.77,11.77,1,1,2
1293,neos-1582420.mps.gz-r3,10.02,11.22,1,1,2
1294,neos-1582420.mps.gz-r4,11.21,10.31,1,1,2
1295,neos-1599274.mps.gz-r0,0.36,0.35,1,1,2
1296,neos-1599274.mps.gz-r1,0.46,0.43,1,1,2
1297,neos-1599274.mps.gz-r2,0.51,0.46,1,1,2
1298,neos-1599274.mps.gz-r3,0.44,0.45,1,1,2
1299,neos-1599274.mps.gz-r4,0.41,0.43,1,1,2
1300,neos-1601936.mps.gz-r0,99.04,34.1,1,1,2
1301,neos-1601936.mps.gz-r1,70.97,101.71,1,1,2
1302,neos-1601936.mps.gz-r2,52.95,104.47,1,1,2
1303,neos-1601936.mps.gz-r3,87.75,89.98,1,1,2
1304,neos-1601936.mps.gz-r4,75.57,32.27,1,1,2
1305,neos-1605061.mps.gz-r0,198.87,160.86,1,1,2
1306,neos-1605061.mps.gz-r1,117.02,148.3,1,1,2
1307,neos-1605061.mps.gz-r2,160.03,153.44,1,1,2
1308,neos-1605061.mps.gz-r3,182.23,99.24,1,1,2
1309,neos-1605061.mps.gz-r4,223.41,176.71,1,1,2
1310,neos-2294525-abba.mps.gz-r0,471.6,1089.69,1,1,2
1311,neos-2294525-abba.mps.gz-r1,572.67,868.34,1,1,2
1312,neos-2294525-abba.mps.gz-r2,1012.88,1333.48,1,1,2
1313,neos-2294525-abba.mps.gz-r3,503.05,711.69,1,1,2
1314,neos-2294525-abba.mps.gz-r4,557.35,551.77,1,1,2
1315,neos-2328163-agri.mps.gz-r0,699.21,2606.98,1,1,2
1316,neos-2328163-agri.mps.gz-r1,913.54,2525.1,1,1,2
1317,neos-2328163-agri.mps.gz-r2,869.66,2641.91,1,1,2
1318,neos-2328163-agri.mps.gz-r3,879.42,2877.18,1,1,2
1319,neos-2328163-agri.mps.gz-r4,1014.22,2522.47,1,1,2
1320,neos-2624317-amur.mps.gz-r0,2.25,2.35,1,1,2
1321,neos-2624317-amur.mps.gz-r1,3.54,3.46,1,1,2
1322,neos-2624317-amur.mps.gz-r2,3.6,3.64,1,1,2
1323,neos-2624317-amur.mps.gz-r3,2.71,1.37,1,1,2
1324,neos-2624317-amur.mps.gz-r4,2.34,1.35,1,1,2
1325,neos-2626858-aoos.mps.gz-r0,0.88,0.62,1,1,2
1326,neos-2626858-aoos.mps.gz-r1,0.8,0.83,1,1,2
1327,neos-2626858-aoos.mps.gz-r2,0.75,0.57,1,1,2
1328,neos-2626858-aoos.mps.gz-r3,1.01,0.61,1,1,2
1329,neos-2626858-aoos.mps.gz-r4,0.94,0.59,1,1,2
1330,neos-2652786-brda.mps.gz-r0,76.38,30.22,1,1,2
1331,neos-2652786-brda.mps.gz-r1,98.39,136.64,1,1,2
1332,neos-2652786-brda.mps.gz-r2,75.72,43.12,1,1,2
1333,neos-2652786-brda.mps.gz-r3,62.27,53.78,1,1,2
1334,neos-2652786-brda.mps.gz-r4,68.45,52.98,1,1,2
1335,neos-2656603-coxs.mps.gz-r0,4.99,5.12,1,1,2
1336,neos-2656603-coxs.mps.gz-r1,3.49,3.3,1,1,2
1337,neos-2656603-coxs.mps.gz-r2,3.42,3.4,1,1,2
1338,neos-2656603-coxs.mps.gz-r3,3.12,3.05,1,1,2
1339,neos-2656603-coxs.mps.gz-r4,3.6,3.61,1,1,2
1340,neos-2657525-crna.mps.gz-r0,212.34,566.29,1,1,2
1341,neos-2657525-crna.mps.gz-r1,650.72,639.35,1,1,2
1342,neos-2657525-crna.mps.gz-r2,702.51,358.56,1,1,2
1343,neos-2657525-crna.mps.gz-r3,440.86,492.29,1,1,2
1344,neos-2657525-crna.mps.gz-r4,648.42,1081.03,1,1,2
1345,neos-2669500-cust.mps.gz-r0,6.81,6.91,1,1,2
1346,neos-2669500-cust.mps.gz-r1,7.51,7.41,1,1,2
1347,neos-2669500-cust.mps.gz-r2,7.06,7.09,1,1,2
1348,neos-2669500-cust.mps.gz-r3,7.07,7.09,1,1,2
1349,neos-2669500-cust.mps.gz-r4,6.89,6.99,1,1,2
1350,neos-2746589-doon.mps.gz-r0,14.96,17.26,1,1,2
1351,neos-2746589-doon.mps.gz-r1,15.03,14.97,1,1,2
1352,neos-2746589-doon.mps.gz-r2,14.07,14.33,1,1,2
1353,neos-2746589-doon.mps.gz-r3,11.6,14.83,1,1,2
1354,neos-2746589-doon.mps.gz-r4,15.62,15.93,1,1,2
1355,neos-2978193-inde.mps.gz-r0,9.01,4.28,1,1,2
1356,neos-2978193-inde.mps.gz-r1,9.71,25.3,1,1,2
1357,neos-2978193-inde.mps.gz-r2,7.2,10.16,1,1,2
1358,neos-2978193-inde.mps.gz-r3,5.49,51.95,1,1,2
1359,neos-2978193-inde.mps.gz-r4,4.87,20.19,1,1,2
1360,neos-2987202-jeir.mps.gz-r0,2754.81,2466.11,1,1,2
1361,neos-2987202-jeir.mps.gz-r1,3217.88,2782.01,1,1,2
1362,neos-2987202-jeir.mps.gz-r2,2484.92,2733.81,1,1,2
1363,neos-2987202-jeir.mps.gz-r3,4476.69,2088.01,1,1,2
1364,neos-2987202-jeir.mps.gz-r4,3911.93,2386.71,1,1,2
1365,neos-2987310-joes.mps.gz-r0,2.99,2.96,1,1,2
1366,neos-2987310-joes.mps.gz-r1,3.02,3.05,1,1,2
1367,neos-2987310-joes.mps.gz-r2,2.94,3.08,1,1,2
1368,neos-2987310-joes.mps.gz-r3,3.02,2.92,1,1,2
1369,neos-2987310-joes.mps.gz-r4,2.99,2.97,1,1,2
1370,neos-3004026-krka.mps.gz-r0,1.84,1.83,1,1,2
1371,neos-3004026-krka.mps.gz-r1,1.82,1.79,1,1,2
1372,neos-3004026-krka.mps.gz-r2,1.82,1.77,1,1,2
1373,neos-3004026-krka.mps.gz-r3,1.84,1.84,1,1,2
1374,neos-3004026-krka.mps.gz-r4,1.82,1.81,1,1,2
1380,neos-3025225-shelon.mps.gz-r0,1712.77,1013.94,1,1,2
1381,neos-3025225-shelon.mps.gz-r1,1226.3,1103.69,1,1,2
1382,neos-3025225-shelon.mps.gz-r2,960.46,1245.63,1,1,2
1383,neos-3025225-shelon.mps.gz-r3,1198.68,1194.11,1,1,2
1384,neos-3025225-shelon.mps.gz-r4,1776.44,1826.19,1,1,2
1385,neos-3045796-mogo.mps.gz-r0,1.41,1.42,1,1,2
1386,neos-3045796-mogo.mps.gz-r1,0.62,0.63,1,1,2
1387,neos-3045796-mogo.mps.gz-r2,0.71,0.69,1,1,2
1388,neos-3045796-mogo.mps.gz-r3,1.09,1.07,1,1,2
1389,neos-3045796-mogo.mps.gz-r4,0.53,0.52,1,1,2
1390,neos-3046601-motu.mps.gz-r0,0.4,0.43,1,1,2
1391,neos-3046601-motu.mps.gz-r1,0.4,0.37,1,1,2
1392,neos-3046601-motu.mps.gz-r2,0.49,0.41,1,1,2
1393,neos-3046601-motu.mps.gz-r3,0.4,0.37,1,1,2
1394,neos-3046601-motu.mps.gz-r4,0.44,0.42,1,1,2
1395,neos-3046615-murg.mps.gz-r0,1.01,1.58,1,1,2
1396,neos-3046615-murg.mps.gz-r1,1.5,1.88,1,1,2
1397,neos-3046615-murg.mps.gz-r2,1.64,1.67,1,1,2
1398,neos-3046615-murg.mps.gz-r3,1.32,1.45,1,1,2
1399,neos-3046615-murg.mps.gz-r4,1.41,1.54,1,1,2
1400,neos-3048764-nadi.mps.gz-r0,0.1,0.11,1,1,2
1401,neos-3048764-nadi.mps.gz-r1,0.1,0.11,1,1,2
1402,neos-3048764-nadi.mps.gz-r2,0.11,0.11,1,1,2
1403,neos-3048764-nadi.mps.gz-r3,0.11,0.1,1,1,2
1404,neos-3048764-nadi.mps.gz-r4,0.1,0.1,1,1,2
1405,neos-3065804-namu.mps.gz-r0,13.96,14.34,1,1,2
1406,neos-3065804-namu.mps.gz-r1,14.01,13.99,1,1,2
1407,neos-3065804-namu.mps.gz-r2,14.25,14.12,1,1,2
1408,neos-3065804-namu.mps.gz-r3,13.98,14.42,1,1,2
1409,neos-3065804-namu.mps.gz-r4,14.26,14.07,1,1,2
1410,neos-3072252-nete.mps.gz-r0,13.42,40.47,1,1,2
1411,neos-3072252-nete.mps.gz-r1,16.66,21.48,1,1,2
1412,neos-3072252-nete.mps.gz-r2,12.57,44.45,1,1,2
1413,neos-3072252-nete.mps.gz-r3,12.37,112.72,1,1,2
1414,neos-3072252-nete.mps.gz-r4,35.19,28.24,1,1,2
1415,neos-3075395-nile.mps.gz-r0,1.46,1.46,1,1,2
1416,neos-3075395-nile.mps.gz-r1,1.4,1.4,1,1,2
1417,neos-3075395-nile.mps.gz-r2,1.39,1.4,1,1,2
1418,neos-3075395-nile.mps.gz-r3,1.42,1.41,1,1,2
1419,neos-3075395-nile.mps.gz-r4,1.47,1.46,1,1,2
1420,neos-3083784-nive.mps.gz-r0,1148.26,2769.25,1,1,2
1421,neos-3083784-nive.mps.gz-r1,7200,2733.24,0,1,1
1422,neos-3083784-nive.mps.gz-r2,3087.66,1470.99,1,1,2
1423,neos-3083784-nive.mps.gz-r3,7200.01,4235.01,0,1,1
1424,neos-3083784-nive.mps.gz-r4,3098.89,3019.23,1,1,2
1425,neos-3083819-nubu.mps.gz-r0,0.99,0.88,1,1,2
1426,neos-3083819-nubu.mps.gz-r1,1.51,1.17,1,1,2
1427,neos-3083819-nubu.mps.gz-r2,1.08,1.1,1,1,2
1428,neos-3083819-nubu.mps.gz-r3,1.09,1.23,1,1,2
1429,neos-3083819-nubu.mps.gz-r4,0.93,1.21,1,1,2
1430,neos-3116779-oban.mps.gz-r0,0.4,0.41,1,1,2
1431,neos-3116779-oban.mps.gz-r1,0.41,0.42,1,1,2
1432,neos-3116779-oban.mps.gz-r2,0.4,0.41,1,1,2
1433,neos-3116779-oban.mps.gz-r3,0.4,0.41,1,1,2
1434,neos-3116779-oban.mps.gz-r4,0.4,0.41,1,1,2
1435,neos-3118745-obra.mps.gz-r0,32.82,32.18,1,1,2
1436,neos-3118745-obra.mps.gz-r1,11.39,15.14,1,1,2
1437,neos-3118745-obra.mps.gz-r2,119.47,3.66,1,1,2
1438,neos-3118745-obra.mps.gz-r3,5.33,5.78,1,1,2
1439,neos-3118745-obra.mps.gz-r4,420.32,4.98,1,1,2
1440,neos-3148108-pahi.mps.gz-r0,1.58,1.53,1,1,2
1441,neos-3148108-pahi.mps.gz-r1,1.56,1.62,1,1,2
1442,neos-3148108-pahi.mps.gz-r2,1.65,1.61,1,1,2
1443,neos-3148108-pahi.mps.gz-r3,1.58,1.59,1,1,2
1444,neos-3148108-pahi.mps.gz-r4,1.59,1.6,1,1,2
1445,neos-3209519-ruhr.mps.gz-r0,4347.19,2494.4,1,1,2
1446,neos-3209519-ruhr.mps.gz-r1,4222.87,1885.63,1,1,2
1447,neos-3209519-ruhr.mps.gz-r2,6539.24,1285.2,1,1,2
1448,neos-3209519-ruhr.mps.gz-r3,4450.45,2169.68,1,1,2
1449,neos-3209519-ruhr.mps.gz-r4,4603.8,1492.62,1,1,2
1450,neos-3216931-puriri.mps.gz-r0,20.92,18.9,1,1,2
1451,neos-3216931-puriri.mps.gz-r1,38.96,26.04,1,1,2
1452,neos-3216931-puriri.mps.gz-r2,9.34,9.38,1,1,2
1453,neos-3216931-puriri.mps.gz-r3,16.14,18.45,1,1,2
1454,neos-3216931-puriri.mps.gz-r4,12.47,21.1,1,1,2
1455,neos-3226448-wkra.mps.gz-r0,0.47,0.45,1,1,2
1456,neos-3226448-wkra.mps.gz-r1,0.3,0.31,1,1,2
1457,neos-3226448-wkra.mps.gz-r2,3.82,3.91,1,1,2
1458,neos-3226448-wkra.mps.gz-r3,3.99,4.04,1,1,2
1459,neos-3226448-wkra.mps.gz-r4,0.36,0.37,1,1,2
1460,neos-3354841-apure.mps.gz-r0,602.9,586.44,1,1,2
1461,neos-3354841-apure.mps.gz-r1,576.23,576.12,1,1,2
1462,neos-3354841-apure.mps.gz-r2,551.02,560.97,1,1,2
1463,neos-3354841-apure.mps.gz-r3,571.47,564.78,1,1,2
1464,neos-3354841-apure.mps.gz-r4,582.29,561.71,1,1,2
1465,neos-3381206-awhea.mps.gz-r0,1.93,1.95,1,1,2
1466,neos-3381206-awhea.mps.gz-r1,1.94,1.88,1,1,2
1467,neos-3381206-awhea.mps.gz-r2,1.82,1.82,1,1,2
1468,neos-3381206-awhea.mps.gz-r3,1.89,1.83,1,1,2
1469,neos-3381206-awhea.mps.gz-r4,1.83,1.89,1,1,2
1470,neos-3402294-bobin.mps.gz-r0,15.31,20.03,1,1,2
1471,neos-3402294-bobin.mps.gz-r1,33.3,10.59,1,1,2
1472,neos-3402294-bobin.mps.gz-r2,37.77,29.75,1,1,2
1473,neos-3402294-bobin.mps.gz-r3,42.61,15.84,1,1,2
1474,neos-3402294-bobin.mps.gz-r4,12.6,16.38,1,1,2
1475,neos-3421095-cinca.mps.gz-r0,258.74,1077.19,1,1,2
1476,neos-3421095-cinca.mps.gz-r1,22.24,331.14,1,1,2
1477,neos-3421095-cinca.mps.gz-r2,269.43,887.93,1,1,2
1478,neos-3421095-cinca.mps.gz-r3,26.26,268.62,1,1,2
1479,neos-3421095-cinca.mps.gz-r4,267.58,355.06,1,1,2
1480,neos-3437289-erdre.mps.gz-r0,0.52,0.53,1,1,2
1481,neos-3437289-erdre.mps.gz-r1,0.52,0.52,1,1,2
1482,neos-3437289-erdre.mps.gz-r2,0.53,0.54,1,1,2
1483,neos-3437289-erdre.mps.gz-r3,0.53,0.55,1,1,2
1484,neos-3437289-erdre.mps.gz-r4,0.52,0.54,1,1,2
1485,neos-3555904-turama.mps.gz-r0,8.05,8.02,1,1,2
1486,neos-3555904-turama.mps.gz-r1,161.96,169.7,1,1,2
1487,neos-3555904-turama.mps.gz-r2,9.93,9.74,1,1,2
1488,neos-3555904-turama.mps.gz-r3,8.2,8.13,1,1,2
1489,neos-3555904-turama.mps.gz-r4,9.48,9.04,1,1,2
1490,neos-3572885-glina.mps.gz-r0,4.49,4.41,1,1,2
1491,neos-3572885-glina.mps.gz-r1,4.49,4.5,1,1,2
1492,neos-3572885-glina.mps.gz-r2,4.45,4.39,1,1,2
1493,neos-3572885-glina.mps.gz-r3,4.37,4.52,1,1,2
1494,neos-3572885-glina.mps.gz-r4,4.55,4.42,1,1,2
1495,neos-3592146-hawea.mps.gz-r0,92.09,111,1,1,2
1496,neos-3592146-hawea.mps.gz-r1,77.68,149.6,1,1,2
1497,neos-3592146-hawea.mps.gz-r2,99.63,7200.01,1,0,1
1498,neos-3592146-hawea.mps.gz-r3,82.67,7200,1,0,1
1499,neos-3592146-hawea.mps.gz-r4,109.5,7200.01,1,0,1
1500,neos-3610040-iskar.mps.gz-r0,0.15,0.16,1,1,2
1501,neos-3610040-iskar.mps.gz-r1,0.16,0.15,1,1,2
1502,neos-3610040-iskar.mps.gz-r2,0.18,0.17,1,1,2
1503,neos-3610040-iskar.mps.gz-r3,0.21,0.21,1,1,2
1504,neos-3610040-iskar.mps.gz-r4,0.13,0.13,1,1,2
1505,neos-3610051-istra.mps.gz-r0,0.28,0.28,1,1,2
1506,neos-3610051-istra.mps.gz-r1,0.28,0.27,1,1,2
1507,neos-3610051-istra.mps.gz-r2,0.32,0.31,1,1,2
1508,neos-3610051-istra.mps.gz-r3,0.28,0.27,1,1,2
1509,neos-3610051-istra.mps.gz-r4,0.28,0.27,1,1,2
1510,neos-3610173-itata.mps.gz-r0,0.27,0.27,1,1,2
1511,neos-3610173-itata.mps.gz-r1,0.33,0.31,1,1,2
1512,neos-3610173-itata.mps.gz-r2,0.24,0.24,1,1,2
1513,neos-3610173-itata.mps.gz-r3,0.2,0.2,1,1,2
1514,neos-3610173-itata.mps.gz-r4,0.25,0.24,1,1,2
1515,neos-3611447-jijia.mps.gz-r0,0.19,0.18,1,1,2
1516,neos-3611447-jijia.mps.gz-r1,0.19,0.19,1,1,2
1517,neos-3611447-jijia.mps.gz-r2,0.18,0.18,1,1,2
1518,neos-3611447-jijia.mps.gz-r3,0.2,0.18,1,1,2
1519,neos-3611447-jijia.mps.gz-r4,0.19,0.18,1,1,2
1520,neos-3611689-kaihu.mps.gz-r0,0.32,0.32,1,1,2
1521,neos-3611689-kaihu.mps.gz-r1,0.41,0.41,1,1,2
1522,neos-3611689-kaihu.mps.gz-r2,0.25,0.25,1,1,2
1523,neos-3611689-kaihu.mps.gz-r3,0.35,0.35,1,1,2
1524,neos-3611689-kaihu.mps.gz-r4,0.33,0.33,1,1,2
1525,neos-3627168-kasai.mps.gz-r0,541.5,7200,1,0,1
1526,neos-3627168-kasai.mps.gz-r1,82.59,7200.01,1,0,1
1527,neos-3627168-kasai.mps.gz-r2,96.37,7200.03,1,0,1
1528,neos-3627168-kasai.mps.gz-r3,63.67,7200.01,1,0,1
1529,neos-3627168-kasai.mps.gz-r4,39.95,7200.02,1,0,1
1530,neos-3631363-vilnia.mps.gz-r0,2773.83,2824.93,1,1,2
1531,neos-3631363-vilnia.mps.gz-r1,3570.38,3707.29,1,1,2
1532,neos-3631363-vilnia.mps.gz-r2,5452.71,5794.29,1,1,2
1533,neos-3631363-vilnia.mps.gz-r3,3209.41,3201.16,1,1,2
1534,neos-3631363-vilnia.mps.gz-r4,2811.86,2845.02,1,1,2
1535,neos-3636886-kereu.mps.gz-r0,136.55,79.48,1,1,2
1536,neos-3636886-kereu.mps.gz-r1,7200.16,7200.01,0,0,0
1537,neos-3636886-kereu.mps.gz-r2,7200.01,7200.01,0,0,0
1538,neos-3636886-kereu.mps.gz-r3,1937.23,7200.01,1,0,1
1539,neos-3636886-kereu.mps.gz-r4,2396.95,727.54,1,1,2
1540,neos-3660371-kurow.mps.gz-r0,188.43,56.06,1,1,2
1541,neos-3660371-kurow.mps.gz-r1,168.05,69.6,1,1,2
1542,neos-3660371-kurow.mps.gz-r2,153.91,63.47,1,1,2
1543,neos-3660371-kurow.mps.gz-r3,154.75,52.59,1,1,2
1544,neos-3660371-kurow.mps.gz-r4,153.23,60.86,1,1,2
1545,neos-3661949-lesse.mps.gz-r0,0.08,0.08,1,1,2
1546,neos-3661949-lesse.mps.gz-r1,0.08,0.08,1,1,2
1547,neos-3661949-lesse.mps.gz-r2,0.08,0.08,1,1,2
1548,neos-3661949-lesse.mps.gz-r3,0.08,0.07,1,1,2
1549,neos-3661949-lesse.mps.gz-r4,0.08,0.08,1,1,2
1550,neos-3665875-lesum.mps.gz-r0,48.95,46.14,1,1,2
1551,neos-3665875-lesum.mps.gz-r1,65.13,67.56,1,1,2
1552,neos-3665875-lesum.mps.gz-r2,65.15,37.19,1,1,2
1553,neos-3665875-lesum.mps.gz-r3,73.77,72.29,1,1,2
1554,neos-3665875-lesum.mps.gz-r4,95.93,85.05,1,1,2
1555,neos-3696678-lyvia.mps.gz-r0,0.1,0.09,1,1,2
1556,neos-3696678-lyvia.mps.gz-r1,0.09,0.09,1,1,2
1557,neos-3696678-lyvia.mps.gz-r2,0.1,0.1,1,1,2
1558,neos-3696678-lyvia.mps.gz-r3,0.1,0.1,1,1,2
1559,neos-3696678-lyvia.mps.gz-r4,0.09,0.09,1,1,2
1560,neos-3699377-maori.mps.gz-r0,22.24,21.05,1,1,2
1561,neos-3699377-maori.mps.gz-r1,30.27,28.53,1,1,2
1562,neos-3699377-maori.mps.gz-r2,36.49,33.98,1,1,2
1563,neos-3699377-maori.mps.gz-r3,18.88,17.91,1,1,2
1564,neos-3699377-maori.mps.gz-r4,35.45,24.51,1,1,2
1565,neos-3703351-marne.mps.gz-r0,5.32,5.42,1,1,2
1566,neos-3703351-marne.mps.gz-r1,6.41,6.4,1,1,2
1567,neos-3703351-marne.mps.gz-r2,5.17,5.04,1,1,2
1568,neos-3703351-marne.mps.gz-r3,5.98,5.74,1,1,2
1569,neos-3703351-marne.mps.gz-r4,6.63,7.47,1,1,2
1570,neos-3754480-nidda.mps.gz-r0,1857.6,2399.25,1,1,2
1571,neos-3754480-nidda.mps.gz-r1,2344.4,2373.77,1,1,2
1572,neos-3754480-nidda.mps.gz-r2,2422.91,2254.75,1,1,2
1573,neos-3754480-nidda.mps.gz-r3,2742.65,3128.05,1,1,2
1574,neos-3754480-nidda.mps.gz-r4,2485.44,2249.96,1,1,2
1575,neos-3755335-nizao.mps.gz-r0,4.35,4.22,1,1,2
1576,neos-3755335-nizao.mps.gz-r1,4.12,3.98,1,1,2
1577,neos-3755335-nizao.mps.gz-r2,4.1,4.21,1,1,2
1578,neos-3755335-nizao.mps.gz-r3,4.26,4.22,1,1,2
1579,neos-3755335-nizao.mps.gz-r4,4.1,4.02,1,1,2
1580,neos-3759587-noosa.mps.gz-r0,2.88,2.87,1,1,2
1581,neos-3759587-noosa.mps.gz-r1,2.77,2.84,1,1,2
1582,neos-3759587-noosa.mps.gz-r2,2.73,2.84,1,1,2
1583,neos-3759587-noosa.mps.gz-r3,2.87,2.83,1,1,2
1584,neos-3759587-noosa.mps.gz-r4,2.67,2.62,1,1,2
1585,neos-3761878-oglio.mps.gz-r0,4.65,4.65,1,1,2
1586,neos-3761878-oglio.mps.gz-r1,5.83,5.8,1,1,2
1587,neos-3761878-oglio.mps.gz-r2,5.38,5.72,1,1,2
1588,neos-3761878-oglio.mps.gz-r3,4.77,4.57,1,1,2
1589,neos-3761878-oglio.mps.gz-r4,7.74,7.94,1,1,2
1590,neos-3762025-ognon.mps.gz-r0,4807.34,2929.79,1,1,2
1591,neos-3762025-ognon.mps.gz-r1,1697.49,7200.02,1,0,1
1592,neos-3762025-ognon.mps.gz-r2,6298.98,7200.01,1,0,1
1593,neos-3762025-ognon.mps.gz-r3,1910.21,3955.35,1,1,2
1594,neos-3762025-ognon.mps.gz-r4,4927.63,7200.01,1,0,1
1595,neos-3988577-wolgan.mps.gz-r0,138.42,133.41,1,1,2
1596,neos-3988577-wolgan.mps.gz-r1,219.26,219.34,1,1,2
1597,neos-3988577-wolgan.mps.gz-r2,690.87,722.7,1,1,2
1598,neos-3988577-wolgan.mps.gz-r3,146.39,146.18,1,1,2
1599,neos-3988577-wolgan.mps.gz-r4,173.33,172.23,1,1,2
1600,neos-4260495-otere.mps.gz-r0,14.14,14.21,1,1,2
1601,neos-4260495-otere.mps.gz-r1,12.12,14.08,1,1,2
1602,neos-4260495-otere.mps.gz-r2,13.11,13.02,1,1,2
1603,neos-4260495-otere.mps.gz-r3,14.26,13.79,1,1,2
1604,neos-4260495-otere.mps.gz-r4,13.92,13.93,1,1,2
1605,neos-4300652-rahue.mps.gz-r0,34.52,34.35,1,1,2
1606,neos-4300652-rahue.mps.gz-r1,35.59,35.91,1,1,2
1607,neos-4300652-rahue.mps.gz-r2,37.94,37.31,1,1,2
1608,neos-4300652-rahue.mps.gz-r3,32.7,33.19,1,1,2
1609,neos-4300652-rahue.mps.gz-r4,44.01,44.38,1,1,2
1610,neos-4322846-ryton.mps.gz-r0,52.48,47.2,1,1,2
1611,neos-4322846-ryton.mps.gz-r1,62.59,54.06,1,1,2
1612,neos-4322846-ryton.mps.gz-r2,49.48,46.89,1,1,2
1613,neos-4322846-ryton.mps.gz-r3,79.69,78.07,1,1,2
1614,neos-4322846-ryton.mps.gz-r4,54.68,54.72,1,1,2
1615,neos-4333464-siret.mps.gz-r0,68.27,75.57,1,1,2
1616,neos-4333464-siret.mps.gz-r1,48.54,66.77,1,1,2
1617,neos-4333464-siret.mps.gz-r2,59.94,70.85,1,1,2
1618,neos-4333464-siret.mps.gz-r3,53.33,52.98,1,1,2
1619,neos-4333464-siret.mps.gz-r4,59.87,50.98,1,1,2
1620,neos-4333596-skien.mps.gz-r0,15.42,14.48,1,1,2
1621,neos-4333596-skien.mps.gz-r1,26.7,17.57,1,1,2
1622,neos-4333596-skien.mps.gz-r2,19.03,23.17,1,1,2
1623,neos-4333596-skien.mps.gz-r3,18.04,17.71,1,1,2
1624,neos-4333596-skien.mps.gz-r4,16.71,21.66,1,1,2
1625,neos-4338804-snowy.mps.gz-r0,4542.93,3708.94,1,1,2
1626,neos-4338804-snowy.mps.gz-r1,3039.27,3016.72,1,1,2
1627,neos-4338804-snowy.mps.gz-r2,5913.04,3815.15,1,1,2
1628,neos-4338804-snowy.mps.gz-r3,5416.95,3577.69,1,1,2
1629,neos-4338804-snowy.mps.gz-r4,4522.88,3891.97,1,1,2
1630,neos-4359986-taipa.mps.gz-r0,2.44,2.34,1,1,2
1631,neos-4359986-taipa.mps.gz-r1,3.2,3.31,1,1,2
1632,neos-4359986-taipa.mps.gz-r2,3.02,2.62,1,1,2
1633,neos-4359986-taipa.mps.gz-r3,2.96,3,1,1,2
1634,neos-4359986-taipa.mps.gz-r4,2.49,2.49,1,1,2
1635,neos-4387871-tavua.mps.gz-r0,140.77,143.3,1,1,2
1636,neos-4387871-tavua.mps.gz-r1,229.16,217.61,1,1,2
1637,neos-4387871-tavua.mps.gz-r2,247.5,266.83,1,1,2
1638,neos-4387871-tavua.mps.gz-r3,153.56,151.46,1,1,2
1639,neos-4387871-tavua.mps.gz-r4,168.95,170.38,1,1,2
1640,neos-4391920-timok.mps.gz-r0,22.08,21.89,1,1,2
1641,neos-4391920-timok.mps.gz-r1,15.92,16.1,1,1,2
1642,neos-4391920-timok.mps.gz-r2,15.96,16.02,1,1,2
1643,neos-4391920-timok.mps.gz-r3,16.92,16.75,1,1,2
1644,neos-4391920-timok.mps.gz-r4,19.13,18.78,1,1,2
1645,neos-4393408-tinui.mps.gz-r0,11.29,13.78,1,1,2
1646,neos-4393408-tinui.mps.gz-r1,7.95,8.84,1,1,2
1647,neos-4393408-tinui.mps.gz-r2,13.72,12.82,1,1,2
1648,neos-4393408-tinui.mps.gz-r3,8.6,10.85,1,1,2
1649,neos-4393408-tinui.mps.gz-r4,15.49,16.13,1,1,2
1650,neos-4408804-prosna.mps.gz-r0,826.07,826.68,1,1,2
1651,neos-4408804-prosna.mps.gz-r1,596.12,601.93,1,1,2
1652,neos-4408804-prosna.mps.gz-r2,6371.56,6879.15,1,1,2
1653,neos-4408804-prosna.mps.gz-r3,3977.79,3526.91,1,1,2
1654,neos-4408804-prosna.mps.gz-r4,4322.36,5112.31,1,1,2
1655,neos-4409277-trave.mps.gz-r0,381.62,365.89,1,1,2
1656,neos-4409277-trave.mps.gz-r1,600.22,379.26,1,1,2
1657,neos-4409277-trave.mps.gz-r2,390.23,391.81,1,1,2
1658,neos-4409277-trave.mps.gz-r3,379.81,368.25,1,1,2
1659,neos-4409277-trave.mps.gz-r4,388.5,364.59,1,1,2
1660,neos-4413714-turia.mps.gz-r0,23.46,22.47,1,1,2
1661,neos-4413714-turia.mps.gz-r1,23.5,23.74,1,1,2
1662,neos-4413714-turia.mps.gz-r2,23.04,23.08,1,1,2
1663,neos-4413714-turia.mps.gz-r3,23.74,23.52,1,1,2
1664,neos-4413714-turia.mps.gz-r4,23.28,22.78,1,1,2
1665,neos-4532248-waihi.mps.gz-r0,50.94,50.39,1,1,2
1666,neos-4532248-waihi.mps.gz-r1,73.37,74.46,1,1,2
1667,neos-4532248-waihi.mps.gz-r2,150.47,81.37,1,1,2
1668,neos-4532248-waihi.mps.gz-r3,103.59,104.06,1,1,2
1669,neos-4532248-waihi.mps.gz-r4,87.66,71.42,1,1,2
1670,neos-4647030-tutaki.mps.gz-r0,4299.98,5419,1,1,2
1671,neos-4647030-tutaki.mps.gz-r1,6711.59,5661.08,1,1,2
1672,neos-4647030-tutaki.mps.gz-r2,4705.97,4843.01,1,1,2
1673,neos-4647030-tutaki.mps.gz-r3,4897.73,4446.81,1,1,2
